AutoNum,playerID,birthyear,yearID,salary,stint,teamID,lgID,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,GIDP,SF,SH,HBP,IBB
4886,kottage01,1983,2011,440000,1,MIL,NL,49,111,15,28,6,1,5,17,0,1,10,26,2,1,1,0,0
4887,kouzmke01,1981,2011,4750000,1,OAK,AL,46,136,13,30,6,0,4,17,2,0,8,27,2,4,0,1,0
4888,kouzmke01,1981,2011,4750000,2,COL,NL,27,98,11,25,5,0,3,16,0,0,4,19,2,1,0,5,1
4889,kubelja01,1982,2011,5250000,1,MIN,AL,99,366,37,100,21,1,12,58,1,1,32,86,8,2,0,1,2
4890,kuoho01,1981,2011,2725000,1,LAN,NL,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4891,kurodhi01,1975,2011,11765724,1,LAN,NL,32,61,2,7,0,0,0,1,0,0,4,20,0,0,6,0,0
4892,lackejo01,1978,2011,15950000,1,BOS,AL,28,3,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0
4893,laffeaa01,1985,2011,431600,1,SEA,AL,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4894,laffeaa01,1985,2011,431600,2,NYA,AL,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4895,lairdge01,1979,2011,1000000,1,SLN,NL,37,95,11,22,7,1,1,12,1,1,9,19,3,1,2,1,3
4896,langery01,1980,2011,525000,1,SEA,AL,19,52,6,9,0,0,3,6,0,1,11,22,0,0,1,0,0
4897,lannajo01,1984,2011,2750000,1,WAS,NL,33,57,3,5,0,0,1,5,0,0,3,24,0,0,5,0,0
4898,laporma01,1985,2011,431400,1,CLE,AL,107,352,34,87,23,1,11,53,1,0,23,87,2,5,0,5,1
4899,larocad01,1979,2011,7000000,1,WAS,NL,43,151,15,26,4,0,3,15,1,0,25,37,2,1,0,0,0
4900,larocan01,1983,2011,600000,1,OAK,AL,40,93,10,23,6,1,0,5,0,0,8,19,6,0,1,2,1
4901,latosma01,1987,2011,460700,1,SDN,NL,31,56,3,4,1,0,1,1,0,0,1,28,3,0,5,1,0
4902,leagubr01,1983,2011,2250000,1,SEA,AL,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4903,leakemi01,1987,2011,425000,1,CIN,NL,38,55,7,11,2,0,0,2,0,0,1,23,3,0,10,0,0
4904,lecursa01,1984,2011,414000,1,CIN,NL,43,9,0,1,1,0,0,0,0,0,1,5,0,0,1,0,0
4905,leeca01,1976,2011,19000000,1,HOU,NL,155,585,66,161,38,4,18,94,4,3,59,60,9,6,0,3,8
4906,leecl02,1978,2011,11000000,1,PHI,NL,35,75,6,15,2,0,2,7,1,0,1,26,2,1,5,0,0
4907,leede02,1975,2011,7250000,1,BAL,AL,85,334,39,82,15,1,12,41,2,1,25,83,13,2,0,3,2
4908,leede02,1975,2011,7250000,2,PIT,NL,28,101,16,34,2,1,7,18,0,0,8,27,1,1,0,3,0
4909,lestejo01,1984,2011,5750000,1,BOS,AL,31,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
4910,lewisco01,1979,2011,2000000,1,TEX,AL,32,8,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0
4911,lewisfr02,1980,2011,900000,1,CIN,NL,81,183,20,42,7,0,3,19,2,5,22,38,1,1,1,3,2
4912,lidgebr01,1976,2011,12000000,1,PHI,NL,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4913,lillibr01,1983,2011,430000,1,CHA,AL,97,186,38,48,5,1,13,29,10,6,17,62,2,2,4,7,1
4914,lillyte01,1976,2011,8166666,1,LAN,NL,34,58,0,5,2,0,0,4,1,1,0,13,0,0,5,0,0
4915,linceti01,1984,2011,14000000,1,SFN,NL,33,61,0,5,0,0,0,1,0,0,3,30,0,0,8,0,0
4916,lincobr01,1985,2011,414500,1,PIT,NL,13,12,1,1,1,0,0,1,0,0,1,5,0,0,1,0,0
4917,lindad01,1983,2011,5150000,1,TOR,AL,125,499,56,125,16,0,26,87,1,1,32,107,12,8,0,3,4
4918,lindsma01,1980,2011,2800000,1,COL,NL,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4919,linebsc01,1976,2011,5500000,1,ATL,NL,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4920,liriafr01,1983,2011,4300000,1,MIN,AL,26,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
4921,litscje01,1985,2011,830000,1,TOR,AL,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4922,loeka01,1981,2011,1250000,1,MIL,NL,72,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4923,loganbo02,1984,2011,1200000,1,NYA,AL,64,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4924,lohseky01,1978,2011,12187500,1,SLN,NL,35,63,3,11,2,0,0,3,0,0,1,17,0,0,6,0,0
4925,loneyja01,1984,2011,4875000,1,LAN,NL,158,531,56,153,30,1,12,65,4,0,42,67,8,5,3,1,7
4926,longoev01,1985,2011,2000000,1,TBA,AL,133,483,78,118,26,1,31,99,3,2,80,93,11,5,0,6,6
4927,lopezja02,1977,2011,2375000,1,SFN,NL,70,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4928,lopezjo01,1983,2011,3600000,1,COL,NL,38,125,10,26,4,0,2,8,2,0,3,15,2,0,0,1,0
4929,lopezjo01,1983,2011,3600000,2,FLO,NL,44,106,13,24,8,0,6,13,0,0,4,13,4,1,1,1,1
4930,lopezwi01,1983,2011,442000,1,HOU,NL,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4931,lowede01,1973,2011,15000000,1,ATL,NL,34,52,4,9,4,0,1,7,0,0,4,18,0,0,9,0,0
4932,lowema01,1983,2011,1200000,1,TEX,AL,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4933,lowrije01,1984,2011,450000,1,BOS,AL,88,309,40,78,14,4,6,36,1,1,23,60,6,6,1,2,2
4934,lucrojo01,1986,2011,424000,1,MIL,NL,136,430,45,114,16,1,12,59,2,1,29,99,7,3,4,2,0
4935,ludwiry01,1978,2011,6775000,1,SDN,NL,101,378,42,90,18,0,11,64,1,1,32,87,8,5,1,4,1
4936,ludwiry01,1978,2011,6775000,2,PIT,NL,38,112,14,26,5,0,2,11,0,0,19,37,1,1,1,0,3
4937,luebkco01,1985,2011,415600,1,SDN,NL,47,33,3,7,0,0,0,0,0,0,2,16,0,0,1,0,0
4938,luekejo01,1984,2011,414000,1,SEA,AL,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4939,lyonbr01,1979,2011,5250000,1,HOU,NL,15,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
4940,macdomi01,1977,2011,500000,1,LAN,NL,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4941,madsory01,1980,2011,4833333,1,PHI,NL,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4942,maholpa01,1982,2011,6250000,1,PIT,NL,26,46,1,5,0,0,0,1,0,0,3,22,1,0,4,0,0
4943,maiermi01,1982,2011,459000,1,KCA,AL,45,95,19,22,4,3,0,7,1,0,16,32,1,1,0,1,0
4944,malonma02,1984,2011,415000,1,CIN,NL,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4945,manshje01,1985,2011,419000,1,MIN,AL,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4946,marcush01,1981,2011,3950000,1,MIL,NL,33,59,4,9,2,0,1,6,0,0,4,21,0,0,12,1,0
4947,markani01,1983,2011,10600000,1,BAL,AL,160,641,72,182,31,1,15,73,12,3,62,75,16,6,0,7,6
4948,marmoca01,1982,2011,2533333,1,CHN,NL,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4949,marquja01,1978,2011,7500000,1,WAS,NL,25,42,3,8,1,0,0,3,0,0,0,13,0,0,3,0,0
4950,marquja01,1978,2011,7500000,2,ARI,NL,3,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4951,marshse01,1982,2011,1600000,1,CHN,NL,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4952,marsolo01,1986,2011,424300,1,CLE,AL,79,243,26,56,9,2,1,19,4,2,24,68,7,2,2,1,0
4953,marticr01,1982,2011,419000,1,ATL,NL,46,6,0,2,1,0,0,2,0,0,0,1,0,0,2,0,0
4954,martimi02,1982,2011,414000,1,PHI,NL,88,209,25,41,5,2,3,24,3,0,18,35,2,2,5,0,0
4955,martiru01,1983,2011,4000000,1,NYA,AL,125,417,57,99,17,0,18,65,8,2,50,81,19,3,1,5,1
4956,martivi01,1978,2011,12000000,1,DET,AL,145,540,76,178,40,0,12,103,1,0,46,51,20,7,0,2,6
4957,masseni01,1982,2011,1725000,1,CIN,NL,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4958,masteju01,1985,2011,468400,1,CLE,AL,34,6,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0
4959,mateoma01,1984,2011,417000,1,CHN,NL,23,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4960,mathije01,1983,2011,1700000,1,LAA,AL,93,247,18,43,12,0,3,22,1,2,15,75,3,3,14,2,2
4961,matsuda01,1980,2011,10333333,1,BOS,AL,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4962,matsuhi01,1974,2011,4250000,1,OAK,AL,141,517,58,130,28,0,12,72,1,1,56,84,10,9,0,1,3
4963,matusbr01,1987,2011,1350000,1,BAL,AL,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4964,mauerjo01,1983,2011,23000000,1,MIN,AL,82,296,38,85,15,0,3,30,0,0,32,38,9,2,0,3,7
4965,maybejo02,1983,2011,414000,1,PHI,NL,104,267,37,73,17,1,15,49,8,3,26,55,6,1,0,2,2
4966,maybica01,1987,2011,429100,1,SDN,NL,137,516,82,136,24,8,9,40,40,8,44,125,6,2,4,2,2
4967,mccanbr01,1984,2011,6700000,1,ATL,NL,128,466,51,126,19,0,24,71,3,2,57,89,10,2,0,2,14
4968,mccarbr01,1983,2011,1000000,1,OAK,AL,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4969,mccleky01,1984,2011,1375000,1,SLN,NL,44,35,3,5,1,0,0,4,0,0,1,12,1,0,5,0,0
4970,mccoymi01,1981,2011,422300,1,TOR,AL,80,197,26,39,8,0,2,10,12,2,25,41,0,0,5,1,1
4971,mccutan01,1986,2011,452500,1,PIT,NL,158,572,87,148,34,5,23,89,23,10,89,126,7,6,2,9,3
4972,mcdonda02,1978,2011,470000,1,BOS,AL,79,157,26,37,6,1,6,24,2,3,14,33,3,2,0,2,0
4973,mcdonja03,1984,2011,443000,1,PIT,NL,31,55,3,5,1,0,0,3,0,0,3,29,3,0,5,0,0
4974,mcdonjo03,1974,2011,1500000,1,TOR,AL,65,168,19,42,8,1,2,20,2,4,8,18,1,2,3,1,0
4975,mcdonjo03,1974,2011,1500000,2,ARI,NL,19,59,2,10,2,0,0,2,0,0,4,9,0,0,0,0,0
4976,mcgeeja01,1986,2011,415200,1,TBA,AL,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4977,mcgehca01,1982,2011,478000,1,MIL,NL,155,546,46,122,24,2,13,67,0,3,45,104,19,8,0,1,4
4978,mcgowdu01,1982,2011,450000,1,TOR,AL,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4979,mclouna01,1981,2011,7000000,1,ATL,NL,81,267,35,61,12,2,4,16,4,2,44,52,4,0,7,3,4
4980,medlekr01,1985,2011,429500,1,ATL,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4981,meekev01,1983,2011,461500,1,PIT,NL,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4982,melanma01,1985,2011,421000,1,HOU,NL,71,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4983,michaja01,1976,2011,900000,1,HOU,NL,89,156,10,31,9,0,2,10,1,0,11,31,5,0,1,1,1
4984,mickoka01,1984,2011,417000,1,ARI,NL,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4985,mijarjo01,1984,2011,445000,1,MIN,AL,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4986,milesaa01,1976,2011,500000,1,LAN,NL,136,454,49,125,17,3,3,45,4,3,25,49,11,5,3,3,1
4987,millela02,1985,2011,500000,1,CHA,AL,2,4,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
4988,milletr02,1973,2011,2000000,1,SLN,NL,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4989,milletr02,1973,2011,2000000,2,TOR,AL,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4990,milletr02,1973,2011,2000000,3,BOS,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4991,miranju01,1983,2011,420000,1,ARI,NL,65,174,18,37,8,2,7,23,0,1,23,48,1,0,2,3,1
4992,mitrese01,1981,2011,900000,1,MIL,NL,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4993,mitrese01,1981,2011,900000,2,NYA,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4994,molingu01,1982,2011,455000,1,NYA,AL,3,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4995,molinjo01,1975,2011,1200000,1,TOR,AL,55,171,19,48,12,1,3,15,2,1,15,44,2,0,4,1,0
4996,molinya01,1982,2011,5312500,1,SLN,NL,139,475,55,145,32,1,14,65,4,5,33,44,21,4,5,1,4
4997,montemi01,1983,2011,3200000,1,ARI,NL,140,493,65,139,36,1,18,86,1,1,47,97,14,4,1,8,10
4998,mooread01,1984,2011,417500,1,SEA,AL,2,6,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0
4999,moralfr01,1986,2011,424000,1,COL,NL,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5000,moralfr01,1986,2011,424000,2,BOS,AL,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5001,moraljo02,1983,2011,420000,1,COL,NL,22,60,6,16,3,0,0,7,0,1,9,12,1,2,0,0,4
5002,morame01,1972,2011,2350000,1,ARI,NL,42,127,5,29,6,0,0,16,0,1,2,24,5,4,0,2,1
5003,morelbr01,1987,2011,414000,1,CHA,AL,126,413,44,101,18,1,10,41,5,4,22,57,8,1,5,3,0
5004,morelmi01,1985,2011,426000,1,TEX,AL,134,464,60,120,22,1,16,51,2,2,39,92,9,3,2,4,6
5005,morgany01,1980,2011,471500,1,MIL,NL,119,378,61,115,20,6,4,37,13,4,19,70,6,3,15,14,0
5006,morneju01,1981,2011,15000000,1,MIN,AL,69,264,19,60,16,0,4,30,0,0,19,44,8,2,0,3,1
5007,morrilo01,1987,2011,414000,1,FLO,NL,123,462,54,114,25,4,23,72,2,1,54,99,9,4,0,5,3
5008,morrobr01,1984,2011,2300000,1,TOR,AL,30,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
5009,morsemi01,1982,2011,1050000,1,WAS,NL,146,522,73,158,36,0,31,95,2,3,36,126,9,4,0,13,5
5010,mortoch02,1983,2011,441000,1,PIT,NL,29,50,0,4,3,0,0,2,0,0,1,29,0,2,11,0,0
5011,moseldu01,1981,2011,900000,1,SDN,NL,20,29,0,4,0,0,0,0,0,0,1,11,0,0,6,0,0
5012,motagu01,1973,2011,925000,1,SFN,NL,52,10,0,1,1,0,0,0,0,0,0,2,1,0,0,0,0
5013,motteja01,1982,2011,435000,1,SLN,NL,78,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5014,moylape01,1978,2011,2000000,1,ATL,NL,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5015,mujiced01,1984,2011,800000,1,FLO,NL,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5016,murphda07,1981,2011,2400000,1,TEX,AL,120,404,46,111,14,2,11,46,11,6,33,61,11,2,1,0,3
5017,murphda08,1985,2011,422000,1,NYN,NL,109,391,49,125,28,2,6,49,5,5,24,42,14,2,3,3,2
5018,murphdo01,1983,2011,425000,1,FLO,NL,36,92,10,17,4,1,2,9,0,0,4,21,0,1,0,3,1
5019,myersbr01,1980,2011,8000000,1,HOU,NL,34,63,3,10,1,0,0,0,0,0,4,22,2,0,4,0,0
5020,nadyxa01,1978,2011,1750000,1,ARI,NL,82,206,26,51,11,0,4,35,2,0,10,46,4,4,0,3,1
5021,napolmi01,1981,2011,5800000,1,TEX,AL,113,369,72,118,25,0,30,75,4,2,58,85,10,2,0,3,2
5022,narvech01,1981,2011,441500,1,MIL,NL,30,49,2,8,2,0,0,5,0,0,3,19,0,0,7,0,0
5023,nathajo01,1974,2011,11250000,1,MIN,AL,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5024,navardi01,1984,2011,1000000,1,LAN,NL,64,176,13,34,6,1,5,17,0,0,20,35,3,2,3,1,4
5025,neshepa01,1980,2011,625000,1,SDN,NL,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5026,nickemi01,1983,2011,414000,1,NYN,NL,21,53,4,10,1,0,1,6,0,1,4,11,1,0,2,0,0
5027,niemaje01,1983,2011,903000,1,TBA,AL,23,3,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0
5028,niesejo01,1986,2011,452000,1,NYN,NL,29,49,1,3,0,1,0,0,0,0,4,33,0,0,7,0,0
5029,nievewi01,1977,2011,775000,1,MIL,NL,20,50,2,7,2,0,0,0,0,0,3,12,3,0,1,0,1
5030,nishits01,1984,2011,3000000,1,MIN,AL,68,221,14,50,5,0,0,19,2,4,15,43,1,0,3,1,1
5031,nixja01,1982,2011,438100,1,TOR,AL,46,136,15,23,5,1,4,16,4,1,12,42,2,1,0,2,1
5032,nixla01,1980,2011,700000,1,WAS,NL,124,324,38,81,15,1,16,44,2,2,23,82,1,3,0,1,2
5033,nolasri01,1982,2011,6000000,1,FLO,NL,33,56,5,5,2,0,0,1,0,0,3,22,2,0,11,1,0
5034,norribu01,1985,2011,437500,1,HOU,NL,31,53,3,7,2,0,0,5,0,0,1,25,1,1,11,0,0
5035,novaiv01,1987,2011,432900,1,NYA,AL,28,4,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0
5036,nunezed02,1987,2011,419300,1,NYA,AL,112,309,38,82,18,2,5,30,22,6,22,37,6,1,6,0,2
5037,nunezle01,1982,2011,3650000,1,FLO,NL,68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5038,odayda01,1982,2011,1251000,1,TEX,AL,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5039,oflaher01,1985,2011,895000,1,ATL,NL,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5040,ogandal01,1983,2011,430150,1,TEX,AL,31,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
5041,ohlenro01,1982,2011,2025000,1,PIT,NL,9,14,2,3,0,0,1,4,0,0,0,7,0,0,1,0,0
5042,ohmanwi01,1977,2011,1500000,1,CHA,AL,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5043,oliveda02,1970,2011,3250000,1,TEX,AL,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5044,olivomi01,1978,2011,2500000,1,SEA,AL,130,477,54,107,19,1,19,62,6,5,20,140,7,8,1,1,2
5045,olsonga01,1983,2011,430000,1,PIT,NL,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5046,ondrulo01,1985,2011,418000,1,CIN,NL,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5047,ordonma01,1974,2011,10000000,1,DET,AL,92,329,33,84,10,0,5,32,2,1,23,41,10,4,0,1,0
5048,orrpe01,1979,2011,600000,1,PHI,NL,46,96,7,21,3,0,0,4,3,0,6,19,0,0,0,2,2
5049,ortizda01,1975,2011,12500000,1,BOS,AL,146,525,84,162,40,1,29,96,1,1,78,83,24,1,0,1,12
5050,osullse01,1987,2011,420500,1,KCA,AL,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5051,oswalro01,1977,2011,16000000,1,PHI,NL,24,38,2,3,0,0,0,2,0,0,4,14,0,0,7,0,0
5052,overbly01,1977,2011,5000000,1,PIT,NL,103,352,40,80,17,1,8,37,1,1,36,77,12,1,1,1,1
5053,overbly01,1977,2011,5000000,2,ARI,NL,18,42,3,12,4,0,1,10,1,0,6,11,1,0,0,1,1
5054,padilvi01,1977,2011,2000000,1,LAN,NL,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5055,paganan01,1981,2011,3500000,1,NYN,NL,123,478,68,125,24,4,7,56,32,7,44,62,4,5,4,1,4
5056,papeljo01,1980,2011,12000000,1,BOS,AL,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5057,parnebo01,1984,2011,433500,1,NYN,NL,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5058,parrage01,1987,2011,426000,1,ARI,NL,141,445,55,130,20,8,8,46,15,1,43,82,8,2,0,3,16
5059,paterjo01,1986,2011,414000,1,ARI,NL,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5060,patteco01,1979,2011,900000,1,TOR,AL,89,317,44,80,16,3,6,33,13,8,15,65,7,2,6,1,1
5061,patteco01,1979,2011,900000,2,SLN,NL,44,51,5,8,4,0,0,3,0,1,2,12,1,0,3,0,0
5062,patteer01,1983,2011,423300,1,SDN,NL,47,89,8,16,2,1,2,8,8,2,12,22,1,2,0,0,0
5063,pauleda01,1983,2011,422000,1,SEA,AL,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5064,pauleda01,1983,2011,422000,2,DET,AL,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5065,paulife01,1983,2011,790000,1,COL,NL,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5066,paulife01,1983,2011,790000,2,KCA,AL,21,1,0,0,0,0,0,1,0,0,0,1,0,0,3,0,0
5067,paulxa01,1985,2011,419500,1,LAN,NL,7,11,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0
5068,paulxa01,1985,2011,419500,2,PIT,NL,121,232,30,59,6,5,2,20,16,6,13,57,2,1,5,0,1
5069,pavanca01,1976,2011,8000000,1,MIN,AL,33,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
5070,pearcst01,1983,2011,427500,1,PIT,NL,50,94,8,19,2,0,1,10,0,0,7,21,6,2,1,1,0
5071,peavyja01,1981,2011,16000000,1,CHA,AL,19,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5072,pedrodu01,1983,2011,5750000,1,BOS,AL,159,635,102,195,37,3,21,91,26,8,86,85,12,7,2,1,6
5073,pelfrmi01,1984,2011,3925000,1,NYN,NL,34,55,1,6,2,0,0,4,0,0,4,14,0,0,4,0,0
5074,penabr01,1982,2011,660000,1,KCA,AL,72,222,17,55,11,0,3,24,0,0,12,24,6,4,0,2,0
5075,penaca01,1978,2011,9959996,1,CHN,NL,153,493,72,111,27,3,28,80,2,2,101,161,6,7,1,4,7
5076,penato03,1982,2011,1600000,1,CHA,AL,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5077,pencehu01,1983,2011,6900000,1,HOU,NL,100,399,49,123,26,3,11,62,7,1,30,86,7,2,0,1,1
5078,pencehu01,1983,2011,6900000,2,PHI,NL,54,207,35,67,12,2,11,35,1,1,26,38,8,3,0,0,2
5079,pennicl01,1984,2011,420000,1,OAK,AL,148,515,57,136,26,2,8,58,14,9,42,104,5,4,8,1,1
5080,pennybr01,1978,2011,3000000,1,DET,AL,31,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
5081,peraljh01,1982,2011,5250000,1,DET,AL,146,525,68,157,25,3,21,86,0,2,40,95,17,9,0,2,2
5082,peraljo01,1976,2011,925000,1,TBA,AL,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5083,perezch01,1985,2011,2225000,1,CLE,AL,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5084,perezra01,1982,2011,1330000,1,CLE,AL,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5085,perkigl01,1983,2011,700000,1,MIN,AL,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5086,perryry01,1987,2011,430000,1,DET,AL,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5087,pestavi01,1985,2011,414100,1,CLE,AL,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5088,pettich01,1984,2011,414000,1,LAA,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5089,phillbr01,1981,2011,11437500,1,CIN,NL,150,610,94,183,38,2,18,82,14,9,44,85,15,6,5,9,3
5090,piefe01,1985,2011,985000,1,BAL,AL,85,164,15,36,8,1,0,7,3,2,10,32,0,0,1,0,0
5091,pierrju01,1977,2011,8500000,1,CHA,AL,158,639,80,178,17,4,2,50,27,17,43,41,7,3,19,7,0
5092,pierzaj01,1976,2011,2000000,1,CHA,AL,129,464,38,133,29,1,8,48,0,0,23,33,19,6,2,5,6
5093,pinedmi01,1989,2011,414000,1,SEA,AL,28,5,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0
5094,pineijo01,1978,2011,8000000,1,LAA,AL,27,5,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0
5095,polanpl01,1975,2011,5416666,1,PHI,NL,122,469,46,130,14,0,5,50,3,0,42,44,15,8,1,3,0
5096,porceri01,1988,2011,1536000,1,DET,AL,31,6,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0
5097,posadjo01,1971,2011,13100000,1,NYA,AL,115,344,34,81,14,0,14,44,0,2,39,76,17,2,0,2,4
5098,poseybu01,1987,2011,575000,1,SFN,NL,45,162,17,46,5,0,4,21,3,0,18,30,4,1,0,4,3
5099,powella01,1982,2011,420000,1,OAK,AL,36,111,10,19,3,0,1,4,0,0,11,32,4,0,0,0,0
5100,pradoma01,1983,2011,3100000,1,ATL,NL,129,551,66,143,26,2,13,57,4,8,34,52,16,3,1,1,1
5101,priceda01,1985,2011,2084671,1,TBA,AL,34,4,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
5102,pujolal01,1980,2011,14508395,1,SLN,NL,147,579,105,173,29,0,37,99,9,1,61,58,29,7,0,4,15
5103,puntoni01,1977,2011,750000,1,SLN,NL,63,133,21,37,8,4,1,20,1,1,25,21,3,2,6,0,3
5104,purceda01,1982,2011,436400,1,TOR,AL,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5105,purceda01,1982,2011,436400,2,OAK,AL,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5106,purceda01,1982,2011,436400,3,DET,AL,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5107,putzjj01,1977,2011,4000000,1,ARI,NL,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5108,quallch01,1978,2011,1500000,1,SDN,NL,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5109,quentca01,1982,2011,5050000,1,CHA,AL,118,421,53,107,31,0,24,77,1,1,34,84,7,5,0,23,0
5110,quinthu01,1979,2011,1000000,1,HOU,NL,79,262,22,63,12,1,2,25,1,0,6,53,10,2,1,1,2
5111,raburry01,1981,2011,1300000,1,DET,AL,121,387,53,99,22,2,14,49,1,1,21,114,4,3,4,3,2
5112,ramiral03,1981,2011,2750000,1,CHA,AL,158,614,81,165,31,2,15,70,7,5,51,84,19,5,8,6,1
